,symbol,name,reportDate,fiscalDateEnding,estimate,currency
423,BCML,BayCom Corp,2024-01-24,2023-12-31,0.57,USD
2291,MGYR,Magyar Bancorp Inc,2024-01-24,2023-12-31,,USD
2623,OFG,OFG Bancorp,2024-01-24,2023-12-31,0.93,USD
1346,FCNCA,First Citizens Bancshares Inc (NC) - Class A,2024-01-24,2023-12-31,48.5,USD
3450,TEL,TE Connectivity Ltd,2024-01-24,2023-12-31,1.7,USD
2730,PCB,PCB Bancorp.,2024-01-24,2023-12-31,0.49,USD
1791,IBCP,Independent Bank Corporation (Ionia MI),2024-01-24,2023-12-31,0.71,USD
3329,SSB,SouthState Corporation,2024-01-24,2023-12-31,1.54,USD
1338,FCAP,First Capital Inc,2024-01-24,2023-12-31,,USD
2636,OLN,Olin Corp,2024-01-24,2023-12-31,0.23,USD
138,ALK,Alaska Air Group Inc,2024-01-24,2023-12-31,0.21,USD
3649,UMC,United Micro Electronics,2024-01-24,2023-12-31,0.1441,TWD
1023,CZNC,Citizens & Northern Corp,2024-01-24,2023-12-31,0.39,USD
2188,LUV,Southwest Airlines Company,2024-01-24,2023-12-31,0.15,USD
401,BBBXF,BBBXF,2024-01-24,2023-12-31,,CAD
1329,FBIZ,First Business Financial Services Inc,2024-01-24,2023-12-31,1.13,USD
3463,TFSL,TFS Financial Corporation,2024-01-24,2023-12-31,0.06,USD
2951,RBKB,Rhinebeck Bancorp Inc,2024-01-24,2023-12-31,,USD
2658,OPBK,OP Bancorp,2024-01-24,2023-12-31,0.36,USD
3804,WBS,Webster Financial Corp,2024-01-24,2023-12-31,1.5,USD
3631,UBSI,United Bankshares Inc,2024-01-24,2023-12-31,0.66,USD
2661,OPOF,Old Point Financial Corp,2024-01-24,2023-12-31,,USD
1652,GVFF,GVFF,2024-01-24,2023-12-31,,USD
2042,KNX,Knight-Swift Transportation Holdings Inc - Class A,2024-01-24,2023-12-31,0.48,USD
2115,LHX,L3Harris Technologies Inc,2024-01-24,2023-12-31,3.09,USD
373,AZPN,Aspen Technology Inc,2024-01-24,2023-12-31,1.51,USD
1363,FFBC,First Financial Bancorp,2024-01-24,2023-12-31,0.61,USD
3001,RHI,Robert Half Inc,2024-01-24,2023-12-31,0.82,USD
1381,FICO,Fair Isaac Corp,2024-01-24,2023-12-31,4.98,USD
351,AX,Axos Financial Inc,2024-01-24,2023-12-31,1.41,USD
1380,FIBK,First Interstate BancSystem Inc,2024-01-24,2023-12-31,0.6243,USD
3150,SEPOF,SEPOF,2024-01-24,2023-12-31,,CAD
984,CVCY,Central Valley Community Bancorp,2024-01-24,2023-12-31,0.51,USD
3627,UBFO,United Security Bancshares (CA),2024-01-24,2023-12-31,,USD
416,BCBP,BCB Bancorp Inc (NJ),2024-01-24,2023-12-31,0.37,USD
988,CVLY,Codorus Valley Bancorp Inc,2024-01-24,2023-12-31,0.53,USD
3365,STRT,Strattec Security Corp,2024-01-24,2023-12-31,-0.46,USD
2200,LYTS,LSI Industries Inc,2024-01-24,2023-12-31,0.17,USD
1377,FHI,Federated Hermes Inc - Class B,2024-01-24,2023-12-31,0.84,USD
991,CVRX,CVRx Inc,2024-01-24,2023-12-31,-0.55,USD
415,BCAL,Southern Calif Bancorp,2024-01-24,2023-12-31,0.3159,USD
2045,KOSS,Koss Corp,2024-01-24,2023-12-31,,USD
1373,FFWM,First Foundation Inc,2024-01-24,2023-12-31,0.03,USD
3298,SPFI,South Plains Financial Inc,2024-01-24,2023-12-31,0.64,USD
124,AJG,Arthur J. Gallagher & Company,2024-01-24,2023-12-31,1.89,USD
1650,GUROF,GUROF,2024-01-24,2023-10-31,,CAD
3869,WTBA,West Bancorporation,2024-01-24,2023-12-31,0.3,USD
2024,KLAC,KLA Corp,2024-01-24,2023-12-31,5.91,USD
1636,GSIT,GSI Technology Inc,2024-01-24,2023-12-31,-0.15,USD
2606,OBT,Orange County Bancorp Inc,2024-01-24,2023-12-31,1.29,USD
1384,FINN,FINN,2024-01-24,2023-12-31,,USD
154,AMAL,Amalgamated Financial Corp,2024-01-24,2023-12-31,0.71,USD
1371,FFNW,First Financial Northwest Inc,2024-01-24,2023-12-31,0.13,USD
2419,MUR,Murphy Oil Corp,2024-01-24,2023-12-31,1.46,USD
3883,WY,Weyerhaeuser Company,2024-01-24,2023-12-31,0.2,USD
1699,HFBL,Home Federal Bancorp Inc (Louisiana),2024-01-24,2023-12-31,,USD
1697,HESM,Hess Midstream LP - Class A,2024-01-24,2023-12-31,0.642,USD
219,APH,Amphenol Corp - Class A,2024-01-24,2023-12-31,0.76,USD
3254,SMMF,Summit Financial Group Inc,2024-01-24,2023-12-31,1.1,USD
3900,XRX,Xerox Holdings Corp,2024-01-24,2023-12-31,0.53,USD
32,ACAI,ACAI,2024-01-24,2023-11-30,0,USD
846,CNOB,ConnectOne Bancorp Inc,2024-01-24,2023-12-31,0.47,USD
2069,KYN,Kayne Anderson Energy Infrastructure Fund Inc,2024-01-24,2023-11-30,,USD
1701,HFWA,Heritage Financial Corp,2024-01-24,2023-12-31,0.45,USD
2425,MYFW,First Western Financial Inc,2024-01-24,2023-12-31,0.32,USD
2427,MYOV,MYOV,2024-01-24,2023-12-31,,USD
2429,NACB,NACB,2024-01-24,2023-12-31,0,USD
455,BFH,Bread Financial Holdings Inc,2024-01-24,2023-12-31,-0.09,USD
3891,XEL,Xcel Energy Inc,2024-01-24,2023-12-31,0.84,USD
3736,VLY,Valley National Bancorp,2024-01-24,2023-12-31,0.25,USD
2355,MOFG,MidWestOne Financial Group Inc,2024-01-24,2023-12-31,0.48,USD
2843,PPBI,Pacific Premier Bancorp Inc,2024-01-24,2023-12-31,0.44,USD
3535,TOWN,Townebank Portsmouth VA,2024-01-24,2023-12-31,0.46,USD
2332,MMC,Marsh & McLennan Cos. Inc,2024-01-24,2023-12-31,1.64,USD
3558,TROW,T. Rowe Price Group Inc,2024-01-24,2023-12-31,1.49,USD
40,ACKAY,ACKAY,2024-01-24,2023-12-31,0.6016,TRY
1169,EBMT,Eagle Bancorp Montana Inc,2024-01-24,2023-12-31,0.33,USD
3107,SBFG,SB Financial Group Inc,2024-01-24,2023-12-31,0.35,USD
1165,EBC,Eastern Bankshares Inc,2024-01-24,2023-12-31,0.2,USD
3105,SBCF,Seacoast Banking Corp Of Florida,2024-01-24,2023-12-31,0.39,USD
2381,MRTN,Marten Transport Ltd,2024-01-24,2023-12-31,0.21,USD
3101,SASR,Sandy Spring Bancorp,2024-01-24,2023-12-31,0.52,USD
226,APPF,Appfolio Inc - Class A,2024-01-24,2023-12-31,0.75,USD
1233,EMN,Eastman Chemical Company,2024-01-24,2023-12-31,1.3,USD
469,BHLB,Berkshire Hills Bancorp Inc,2024-01-24,2023-12-31,0.49,USD
118,AIT,Applied Industrial Technologies Inc,2024-01-24,2023-12-31,2.11,USD
1731,HMNF,HMN Financial Inc,2024-01-24,2023-12-31,,USD
2053,KRNY,Kearny Financial Corp,2024-01-24,2023-12-31,0.12,USD
3186,SHW,Sherwin-Williams Company,2024-01-24,2023-12-31,1.78,USD
595,BSVN,Bank7 Corp,2024-01-24,2023-12-31,0.09,USD
3096,SAP,Sap SE,2024-01-24,2023-12-31,1.68,EUR
3345,STBA,S & T Bancorp Inc,2024-01-24,2023-12-31,0.86,USD
1501,GBCI,Glacier Bancorp Inc,2024-01-24,2023-12-31,0.39,USD
2388,MSBI,Midland States Bancorp Inc,2024-01-24,2023-12-31,0.79,USD
3069,RVSB,Riverview Bancorp Inc,2024-01-24,2023-12-31,0.1,USD
1170,EBTC,Enterprise Bancorp Inc,2024-01-24,2023-12-31,,USD
3725,VIRT,Virtu Financial Inc - Class A,2024-01-24,2023-12-31,0.47,USD
3133,SCZC,SCZC,2024-01-24,2023-12-31,,USD
276,ASML,ASML Holding NV,2024-01-24,2023-12-31,5.07,EUR
625,BY,Byline Bancorp Inc,2024-01-24,2023-12-31,0.67,USD
2458,NECAD,NECAD,2024-01-24,2023-12-31,,USD
3065,RUPRF,RUPRF,2024-01-24,2023-11-30,,CAD
926,CSBB,CSBB,2024-01-24,2023-12-31,,USD
913,CRS,Carpenter Technology Corp,2024-01-24,2023-12-31,0.83,USD
621,BX,Blackstone Inc,2024-01-24,2023-12-31,1.09,USD
8,AAL,American Airlines Group Inc,2024-01-24,2023-12-31,0.03,USD
860,CNX,CNX Resources Corp,2024-01-24,2023-12-31,0.32,USD
3734,VLO,Valero Energy Corp,2024-01-24,2023-12-31,3.84,USD
3828,WHR,Whirlpool Corp,2024-01-24,2023-12-31,3.64,USD
265,ASB,Associated Banc-Corp,2024-01-24,2023-12-31,0.49,USD
811,CMCSA,Comcast Corp - Class A,2024-01-24,2023-12-31,0.79,USD
614,BVFL,BV Financial Inc,2024-01-25,2023-12-31,,USD
2666,OPY,Oppenheimer Holdings Inc - Class A,2024-01-25,2023-12-31,,USD
1678,HCA,HCA Healthcare Inc,2024-01-25,2023-12-31,5.04,USD
2055,KSBI,KSBI,2024-01-25,2023-12-31,,USD
998,CWBC,Community West Bancshares,2024-01-25,2023-12-31,0.24,USD
1365,FFIC,Flushing Financial Corp,2024-01-25,2023-12-31,0.23,USD
3057,RSMDF,RSMDF,2024-01-25,2023-12-31,0.1783,USD
570,BRLL,BRLL,2024-01-25,2023-12-31,,USD
3351,STEL,Stellar Bancorp Inc,2024-01-25,2023-12-31,0.56,USD
577,BRRE,BRRE,2024-01-25,2023-10-31,,USD
1733,HMST,HomeStreet Inc,2024-01-25,2023-12-31,0.02,USD
2864,PROV,Provident Financial Holdings Inc,2024-01-25,2023-12-31,0.25,USD
305,ATLCY,ATLCY,2024-01-25,2023-12-31,0.1373,SEK
2902,PVBC,Provident Bancorp Inc,2024-01-25,2023-12-31,0.12,USD
1376,FHB,First Hawaiian Inc,2024-01-25,2023-12-31,0.45,USD
2587,NWYF,NWYF,2024-01-25,2023-12-31,,USD
660,CARE,Carter Bankshares Inc,2024-01-25,2023-12-31,0.1625,USD
496,BKNIY,BKNIY,2024-01-25,2023-12-31,0.2107,EUR
2582,NWFL,Norwood Financial Corp,2024-01-25,2023-12-31,,USD
997,CVX,Chevron Corp,2024-01-25,2023-12-31,3.66,USD
2949,RBCAA,Republic Bancorp Inc (KY) - Class A,2024-01-25,2023-12-31,0.73,USD
3112,SBSI,Southside Bancshares Inc,2024-01-25,2023-12-31,0.67,USD
1454,FRSB,FRSB,2024-01-25,2023-12-31,,USD
3956,ZUMRF,ZUMRF,2024-01-25,2023-11-30,,USD
3358,STM,ST Microelectronics,2024-01-25,2023-12-31,1,USD
2963,RDTCF,RDTCF,2024-01-25,2023-11-30,,CAD
1333,FBP,First Bancorp PR,2024-01-25,2023-12-31,0.36,USD
691,CCB,Coastal Financial Corp,2024-01-25,2023-12-31,0.73,USD
3615,TYG,Tortoise Energy Infrastructure Corp,2024-01-25,2023-11-30,0,USD
377,AZURF,AZURF,2024-01-25,2023-12-31,,CAD
1786,HYMTF,HYMTF,2024-01-25,2023-12-31,2.57,KRW
41,ACLHF,ACLHF,2024-01-25,2023-12-31,,CAD
2726,PBNC,PBNC,2024-01-25,2023-12-31,,USD
1108,DOW,Dow Inc,2024-01-25,2023-12-31,0.39,USD
200,AOS,A.O. Smith Corp,2024-01-25,2023-12-31,0.94,USD
386,BAH,Booz Allen Hamilton Holding Corp - Class A,2024-01-25,2023-12-31,1.14,USD
2657,OOOOF,OOOOF,2024-01-25,2023-10-31,,CAD
470,BHRB,Burke & Herbert Financial Services Corp,2024-01-25,2023-12-31,,USD
1744,HONE,HarborOne Bancorp Inc,2024-01-25,2023-12-31,0.1425,USD
26,ABMBF,ABMBF,2024-01-25,2023-12-31,,USD
763,CHTR,Charter Communications Inc - Class A,2024-01-25,2023-12-31,8.87,USD
2061,KTHN,KTHN,2024-01-25,2023-12-31,,USD
2878,PSBP,PSBP,2024-01-25,2023-12-31,,USD
1192,EFBI,EFBI,2024-01-25,2023-12-31,,USD
3154,SFBC,Sound Financial Bancorp Inc,2024-01-25,2023-12-31,,USD
2696,OXLC,Oxford Lane Capital Corp,2024-01-25,2023-12-31,0.27,USD
159,AMBZ,AMBZ,2024-01-25,2023-12-31,,USD
1424,FNRN,FNRN,2024-01-25,2023-12-31,,USD
999,CWBK,CWBK,2024-01-25,2023-12-31,0,USD
3512,TMP,Tompkins Financial Corp,2024-01-25,2023-12-31,1.24,USD
48,ACTHF,ACTHF,2024-01-25,2023-11-30,,CAD
1986,JUVF,JUVF,2024-01-25,2023-12-31,,USD
354,AXP,American Express Company,2024-01-25,2023-12-31,2.64,USD
784,CL,Colgate-Palmolive Company,2024-01-25,2023-12-31,0.85,USD
1414,FMCB,FMCB,2024-01-25,2023-12-31,,USD
2803,PKX,POSCO Holdings Inc,2024-01-25,2023-12-31,1.66,KRW
565,BRID,Bridgford Foods Corp,2024-01-25,2023-11-30,,USD
977,CUSI,CUSI,2024-01-25,2023-12-31,0,USD
3677,USSHF,USSHF,2024-01-25,2023-11-30,,CAD
3016,RLLMF,RLLMF,2024-01-25,2023-12-31,,USD
2228,MBCN,Middlefield Banc Corp,2024-01-25,2023-12-31,0.5,USD
2772,PFS,Provident Financial Services Inc,2024-01-25,2023-12-31,0.34,USD
2190,LVMUY,LVMUY,2024-01-25,2023-12-31,3.67,EUR
506,BLFY,Blue Foundry Bancorp,2024-01-25,2023-12-31,-0.15,USD
3732,VLMGF,VLMGF,2024-01-25,2023-11-30,,CAD
591,BSHI,BSHI,2024-01-25,2023-12-31,,USD
1060,DEO,Diageo plc,2024-01-25,2023-12-31,0,GBP
542,BOID,BOID,2024-01-25,2023-12-31,,USD
3237,SLNFF,SLNFF,2024-01-25,2023-10-31,,CAD
2769,PFLC,PFLC,2024-01-25,2023-12-31,,USD
1044,DCOM,Dime Community Bancshares Inc,2024-01-25,2023-12-31,0.47,USD
3624,UBAB,UBAB,2024-01-25,2023-12-31,1.72,USD
517,BMI,Badger Meter Inc,2024-01-25,2023-12-31,0.82,USD
2232,MBLY,Mobileye Global Inc - Class A,2024-01-25,2023-12-31,0.23,USD
1909,IROQ,IF Bancorp Inc,2024-01-25,2023-12-31,,USD
1702,HGGGQ,HGGGQ,2024-01-25,2023-12-31,0,USD
1419,FNCB,FNCB Bancorp Inc,2024-01-25,2023-12-31,,USD
3470,TGOPY,TGOPY,2024-01-25,2023-12-31,0,GBP
3038,ROP,Roper Technologies Inc,2024-01-25,2023-12-31,4.33,USD
306,ATLKY,ATLKY,2024-01-25,2023-12-31,0.1373,SEK
2046,KPELY,KPELY,2024-01-25,2023-12-31,0.1846,SGD
1387,FISB,FISB,2024-01-25,2023-12-31,,USD
3137,SDVKY,SDVKY,2024-01-25,2023-12-31,0.3211,SEK
1597,GNTX,Gentex Corp,2024-01-25,2023-12-31,0.43,USD
457,BFIN,Bankfinancial Corp,2024-01-25,2023-12-31,0.2,USD
2158,LPL,LG Display Co Ltd,2024-01-25,2023-12-31,-0.076,KRW
2177,LTCCF,LTCCF,2024-01-25,2023-12-31,,CAD
1174,ECF,Ellsworth Growth and Income Fund Ltd,2024-01-25,2023-12-31,0,USD
2305,MITK,Mitek Systems Inc,2024-01-25,2023-12-31,0.2067,USD
499,BKRKY,BKRKY,2024-01-26,2023-12-31,0.2952,IDR
3384,SVBL,SVBL,2024-01-26,2023-10-31,,USD
3748,VOLVF,VOLVF,2024-01-26,2023-12-31,6.61,SEK
1783,HWTHF,HWTHF,2024-01-26,2023-11-30,,CAD
129,ALBY,ALBY,2024-01-26,2023-12-31,,USD
3502,TLSNY,TLSNY,2024-01-26,2023-12-31,0.0637,SEK
2966,RDY,Dr. Reddy`s Laboratories Ltd,2024-01-26,2023-12-31,0.7219,INR
2357,MOG-B,Moog Inc - Class B,2024-01-26,2023-12-31,1.46,USD
150,ALV,Autoliv Inc,2024-01-26,2023-12-31,3.17,USD
3149,SEOVF,SEOVF,2024-01-26,2023-10-31,,CAD
28,ABNAF,ABNAF,2024-01-26,2023-12-31,,CAD
3890,XBRAF,XBRAF,2024-01-26,2023-11-30,,CAD
2491,NICH,NICH,2024-01-26,2023-11-30,0,USD
3671,USCB,USCB Financial Holdings Inc - Class A,2024-01-26,2023-12-31,0.23,USD
1354,FDVA,FDVA,2024-01-26,2023-12-31,0,USD
1323,FANUY,FANUY,2024-01-26,2023-12-31,0.1058,JPY
3172,SGSOY,SGSOY,2024-01-26,2023-12-31,0.5951,CHF
1286,ETCC,ETCC,2024-01-26,2023-11-30,0,USD
3735,VLVLY,VLVLY,2024-01-26,2023-12-31,0.5942,SEK
3805,WCFB,WCFB,2024-01-27,2023-12-31,,USD
3006,RIINF,RIINF,2024-01-27,2023-11-30,,CAD
3588,TSUKF,TSUKF,2024-01-28,2023-12-31,,JPY
1855,INBC,INBC,2024-01-28,2023-12-31,,USD
1689,HELOF,HELOF,2024-01-28,2023-12-31,,CAD
1587,GMGI,Golden Matrix Group Inc,2024-01-28,2023-10-31,,USD
2930,QNTO,QNTO,2024-01-29,2023-12-31,,USD
94,AGNC,AGNC Investment Corp,2024-01-29,2023-12-31,0.57,USD
1150,DX,Dynex Capital Inc,2024-01-29,2023-12-31,-0.3,USD
3479,THSGF,THSGF,2024-01-29,2023-12-31,,CAD
665,CAT,Caterpillar Inc,2024-01-29,2023-12-31,4.76,USD
162,AMD,Advanced Micro Devices Inc,2024-01-29,2023-12-31,0.77,USD
2842,POWL,Powell Industries Inc,2024-01-29,2023-12-31,0.48,USD
780,CJPRY,CJPRY,2024-01-29,2023-12-31,0.3429,JPY
3897,XOM,Exxon Mobil Corp,2024-01-29,2023-12-31,2.21,USD
2076,LARK,Landmark Bancorp Inc,2024-01-29,2023-12-31,,USD
2722,PBHC,Pathfinder Bancorp Inc,2024-01-29,2023-12-31,,USD
2249,MCO,Moody`s Corp,2024-01-29,2023-12-31,2.32,USD
1093,DMGGF,DMGGF,2024-01-29,2023-12-31,-0.0183,CAD
2765,PFE,Pfizer Inc,2024-01-29,2023-12-31,-0.17,USD
2766,PFG,Principal Financial Group Inc,2024-01-29,2023-12-31,1.69,USD
3573,TSBA,TSBA,2024-01-29,2023-12-31,0,USD
1298,EUUND,EUUND,2024-01-29,2023-12-31,,CAD
1109,DOX,Amdocs Ltd,2024-01-29,2023-12-31,1.56,USD
450,BEVVF,BEVVF,2024-01-29,2023-12-31,,CAD
1847,IMO,Imperial Oil Ltd,2024-01-29,2023-12-31,1.79,USD
1252,ENTBF,ENTBF,2024-01-29,2023-12-31,,CAD
701,CCNB,CCNB,2024-01-29,2023-12-31,,USD
3880,WWD,Woodward Inc,2024-01-29,2023-12-31,0.9099,USD
3196,SILC,Silicom Ltd,2024-01-29,2023-12-31,-0.03,USD
443,BEN,Franklin Resources Inc,2024-01-29,2023-12-31,0.53,USD
2884,PSX,Phillips 66,2024-01-29,2023-12-31,2.72,USD
166,AMGN,AMGEN Inc,2024-01-29,2023-12-31,4.61,USD
3556,TRNS,Transcat Inc,2024-01-29,2023-12-31,0.35,USD
2788,PII,Polaris Inc,2024-01-29,2023-12-31,2.63,USD
1107,DOV,Dover Corp,2024-01-29,2023-12-31,2.43,USD
2781,PHG,Koninklijke Philips N.V.,2024-01-29,2023-12-31,0.4951,EUR
2782,PHM,PulteGroup Inc,2024-01-29,2023-12-31,3.24,USD
1219,ELS,Equity Lifestyle Properties Inc,2024-01-29,2023-12-31,0.43,USD
2720,PBFS,Pioneer Bancorp Inc,2024-01-29,2023-12-31,,USD
3808,WDC,Western Digital Corp,2024-01-29,2023-12-31,-1.16,USD
1716,HITI,High Tide Inc,2024-01-29,2023-10-31,-0.03,CAD
2723,PBI,Pitney Bowes Inc,2024-01-29,2023-12-31,0.02,USD
2060,KTCC,Key Tronic Corp,2024-01-29,2023-12-31,,USD
529,BNCHF,BNCHF,2024-01-29,2023-11-30,,CAD
3509,TMGEF,TMGEF,2024-01-29,2023-11-30,,CAD
528,BNCHD,BNCHD,2024-01-29,2023-11-30,,CAD
527,BNCHD,BNCHD,2024-01-29,2023-12-31,,CAD
2829,PNR,Pentair plc,2024-01-29,2023-12-31,0.86,USD
2731,PCH,PotlatchDeltic Corp,2024-01-29,2023-12-31,0.07,USD
2732,PCHM,PCHM,2024-01-29,2023-12-31,,USD
1272,ESBS,ESBS,2024-01-29,2023-12-31,,USD
526,BNCC,BNCC,2024-01-29,2023-12-31,,USD
1660,HA,Hawaiian Holdings Inc,2024-01-29,2023-12-31,-2.35,USD
2257,MDLZ,Mondelez International Inc - Class A,2024-01-29,2023-12-31,0.77,USD
1199,EFSI,EFSI,2024-01-29,2023-12-31,,USD
2907,PWOD,Penns Woods Bancorp Inc,2024-01-29,2023-12-31,,USD
2820,PMHG,PMHG,2024-01-29,2023-12-31,,USD
2903,PVBK,PVBK,2024-01-29,2023-12-31,,USD
2254,MDC,M.D.C. Holdings Inc,2024-01-29,2023-12-31,1.51,USD
420,BCH,Banco de Chile,2024-01-29,2023-12-31,0.6082,CLP
3493,TKGBY,TKGBY,2024-01-29,2023-12-31,0.1444,TRY
1814,IEX,Idex Corporation,2024-01-29,2023-12-31,1.77,USD
3544,TRCY,TRCY,2024-01-29,2023-12-31,,USD
2744,PDLB,Ponce Financial Group Inc,2024-01-29,2023-12-31,0.01,USD
2174,LSBK,Lake Shore Bancorp,2024-01-29,2023-12-31,,USD
1797,ICCM,Icecure Medical Ltd,2024-01-29,2023-12-31,-0.09,USD
624,BXP,Boston Properties Inc,2024-01-29,2023-12-31,0.65,USD
3741,VNO,Vornado Realty Trust,2024-01-29,2023-12-31,0.03,USD
717,CEFC,CEFC,2024-01-29,2023-12-31,,USD
255,AROW,Arrow Financial Corp,2024-01-29,2023-12-31,0.49,USD
2010,KEX,Kirby Corp,2024-01-29,2023-12-31,1.03,USD
3406,SYK,Stryker Corp,2024-01-29,2023-12-31,3.27,USD
2437,NATI,National Instruments Corp,2024-01-29,2023-12-31,0.7428,USD
204,AOZOY,AOZOY,2024-01-29,2023-12-31,0.0868,JPY
1887,IP,International Paper Company,2024-01-29,2023-12-31,0.34,USD
3408,SYM,Symbotic Inc - Class A,2024-01-29,2023-12-31,0.0232,USD
585,BSBK,Bogota Financial Corp,2024-01-29,2023-12-31,0.09,USD
3413,SYY,Sysco Corp,2024-01-29,2023-12-31,0.87,USD
273,ASH,Ashland Inc,2024-01-29,2023-12-31,0.5,USD
2459,NECB,NorthEast Community Bancorp Inc,2024-01-29,2023-12-31,0.79,USD
921,CRVL,Corvel Corp,2024-01-29,2023-12-31,,USD
2468,NEU,NewMarket Corp,2024-01-29,2023-12-31,,USD
3248,SMCI,Super Micro Computer Inc,2024-01-29,2023-12-31,4.51,USD
1457,FSBC,Five Star Bancorp,2024-01-29,2023-12-31,0.6,USD
2473,NEXNF,NEXNF,2024-01-29,2023-11-30,,CAD
3246,SMBC,Southern Missouri Bancorp Inc,2024-01-29,2023-12-31,1.11,USD
3313,SQIDF,SQIDF,2024-01-29,2023-12-31,,CAD
299,ATGN,ATGN,2024-01-29,2023-12-31,,USD
3045,RRBI,Red River Bancshares Inc,2024-01-29,2023-12-31,0.98,USD
941,CSWC,Capital Southwest Corp,2024-01-29,2023-12-31,0.66,USD
1299,EUUNF,EUUNF,2024-01-29,2023-12-31,,CAD
3703,VDTAF,VDTAF,2024-01-29,2023-11-30,,CAD
1748,HP,Helmerich & Payne Inc,2024-01-29,2023-12-31,0.74,USD
319,AUBN,Auburn National Bancorp Inc,2024-01-29,2023-12-31,,USD
320,AUCUF,AUCUF,2024-01-29,2023-12-31,,CAD
251,ARLP,Alliance Resource Partners LP,2024-01-29,2023-12-31,1.12,USD
2421,MVLY,MVLY,2024-01-29,2023-12-31,,USD
3081,RYSVF,RYSVF,2024-01-29,2023-12-31,,JPY
243,ARE,Alexandria Real Estate Equities Inc,2024-01-29,2023-12-31,0.46,USD
863,CODA,Coda Octopus Group Inc,2024-01-29,2023-10-31,0.08,USD
1553,GGTHD,GGTHD,2024-01-29,2023-12-31,,CAD
721,CENT,Central Garden & Pet Company,2024-01-29,2023-12-31,-0.11,USD
1548,GGG,Graco Inc,2024-01-29,2023-12-31,0.79,USD
1542,GFF,Griffon Corp,2024-01-29,2023-12-31,0.8525,USD
3113,SBT,Sterling Bancorp Inc,2024-01-29,2023-12-31,0.03,USD
2342,MMYT,MakeMyTrip Ltd,2024-01-29,2023-12-31,0.27,USD
2370,MPC,Marathon Petroleum Corp,2024-01-29,2023-12-31,2.88,USD
2371,MPLX,MPLX LP,2024-01-29,2023-12-31,0.95,USD
870,COMS,COMSovereign Holding Corp,2024-01-29,2023-12-31,,USD
206,APAM,Artisan Partners Asset Management Inc - Class A,2024-01-29,2023-12-31,0.68,USD
2377,MRBK,Meridian Corp,2024-01-29,2023-12-31,0.28,USD
2378,MRCY,Mercury Systems Inc,2024-01-29,2023-12-31,0.17,USD
3758,VREX,Varex Imaging Corp,2024-01-29,2023-12-31,0.205,USD
3690,VABK,Virginia National Bankshares Corp,2024-01-29,2023-12-31,,USD
3262,SNAP,Snap Inc - Class A,2024-01-29,2023-12-31,0.05,USD
2389,MSCI,MSCI Inc,2024-01-29,2023-12-31,3.3,USD
232,AQUA,AQUA,2024-01-29,2023-12-31,,USD
1583,GLW,Corning Inc,2024-01-29,2023-12-31,0.39,USD
3095,SANM,Sanmina Corp,2024-01-29,2023-12-31,1.25,USD
3751,VPHIF,VPHIF,2024-01-29,2023-10-31,,CAD
2400,MTCH,Match Group Inc - New,2024-01-29,2023-12-31,0.49,USD
594,BSRR,Sierra Bancorp,2024-01-29,2023-12-31,0.61,USD
1700,HFFG,HF Foods Group Inc,2024-01-29,2023-12-31,,USD
1584,GM,General Motors Company,2024-01-29,2023-12-31,1.07,USD
732,CFLT,Confluent Inc Class A,2024-01-29,2023-12-31,0.05,USD
882,CP,Canadian Pacific Kansas City Ltd,2024-01-29,2023-12-31,0.83,CAD
2214,MAN,ManpowerGroup,2024-01-29,2023-12-31,1.2,USD
1974,JNPR,Juniper Networks Inc,2024-01-29,2023-12-31,0.64,USD
1489,GABC,German American Bancorp Inc,2024-01-29,2023-12-31,0.67,USD
230,APYRF,APYRF,2024-01-29,2023-12-31,,CAD
3029,RNR,RenaissanceRe Holdings Ltd,2024-01-29,2023-12-31,7.79,USD
950,CTBK,CTBK,2024-01-29,2023-12-31,0,USD
2117,LII,Lennox International Inc,2024-01-29,2023-12-31,3.45,USD
2594,NYCB,New York Community Bancorp Inc,2024-01-29,2023-12-31,0.3,USD
1773,HUBB,Hubbell Inc,2024-01-29,2023-12-31,3.54,USD
1361,FETM,FETM,2024-01-29,2023-12-31,,USD
1780,HWBK,Hawthorn Bancshares Inc,2024-01-29,2023-12-31,,USD
3655,UNM,Unum Group,2024-01-29,2023-12-31,1.88,USD
1720,HLI,Houlihan Lokey Inc - Class A,2024-01-29,2023-12-31,1.19,USD
2223,MAUSY,MAUSY,2024-01-29,2023-12-31,0,JPY
2617,ODDAF,ODDAF,2024-01-29,2023-12-31,,CAD
1016,CYFRF,CYFRF,2024-01-29,2023-12-31,,CAD
2630,OI,O-I Glass Inc,2024-01-29,2023-12-31,0.04,USD
1993,KAVL,Kaival Brands Innovations Group Inc,2024-01-29,2023-10-31,0.02,USD
1021,CZFS,Citizens Financial Services Inc,2024-01-29,2023-12-31,1.62,USD
1771,HTLF,Heartland Financial USA Inc,2024-01-29,2023-12-31,1.03,USD
1336,FBTT,FBTT,2024-01-29,2023-12-31,,USD
3216,SKKY,SKKY,2024-01-29,2023-10-31,,USD
641,CACC,Credit Acceptance Corp,2024-01-29,2023-12-31,5.61,USD
544,BON,Bon Natural Life Ltd,2024-01-29,2023-12-31,,USD
3165,SGIOY,SGIOY,2024-01-29,2023-12-31,0.3116,JPY
1316,EXSR,EXSR,2024-01-29,2023-12-31,,USD
